"ID","Sexo","Edad","Fuma","Estatura","Colegio","Estrato","Financiacion","Acumulado","Gastos","Ingreso","Clases","Pandemia","Clases_virtuales","Estadistica","inseguridad","vida_cotidiana","Puntaje"
"SB11201910040474","Masculino","17.39","No","Media","Publico",3,"Credito","4.06","76.8","2.56","Presencial","De acuerdo","De acuerdo","Indeciso","Indeciso","De acuerdo",9
"SB11201910029010","Masculino","18.96","No","Baja","Publico",3,"Otro","3.71","48.6","1.62","Presencial","De acuerdo","En desacuerdo","De acuerdo","Indeciso","De acuerdo",9
"SB11201910021561","Masculino","21.37","No","Media","Publico",3,"Credito","3.20","64.2","2.14","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","Indeciso","En desacuerdo",40
"SB11201910021328","Femenino","18.50","No","Baja","Publico",3,"Otro","3.65","36.3","1.21","Virtual","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo","Indeciso",42
"SB11201910028112","Femenino","16.68","No","Media","Publico",1,"Otro","3.06","49.8","0.66","Virtual","En desacuerdo","De acuerdo","Indeciso","Indeciso","Totalmente en desacuerdo",44
"SB11201910040325","Masculino","20.50","No","Media","Publico",2,"Otro","3.72","34.8","1.06","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",46
"SB11201910040377","Masculino","19.25","No","Baja","Publico",2,"Otro","4.02","49.5","1.65","Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",48
"SB11201910028130","Femenino","21.41","No","Media","Publico",3,"Credito","3.80","34.2","1.34","Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","En desacuerdo","En desacuerdo",0
"SB11201910028118","Masculino","18.39","No","Media","Publico",1,"Credito","3.40","43.5","1.45","Presencial","De acuerdo","De acuerdo","Indeciso","Indeciso","En desacuerdo",77
"SB11201910040427","Masculino","17.61","No","Baja","Publico",2,"Otro","2.62","39.0","1.30","Virtual","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso","De acuerdo",72
"SB11201910021431","Masculino","19.52","No","Media","Publico",3,"Otro","3.40","51.3","0.71","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","Indeciso",60
"SB11201910021583","Masculino","19.65","No","Media","Publico",1,"Otro","3.31","33.6","1.12","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",69
"SB11201910021575","Masculino","21.57","No","Baja","Publico",2,"Otro","3.86","58.5","1.95","Virtual","De acuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo","Totalmente de acuerdo",65
"SB11201910021563","Masculino","20.15","No","Baja","Publico",3,"Otro","3.79","52.2","0.74","Virtual","En desacuerdo","De acuerdo","Indeciso","De acuerdo","De acuerdo",54
"SB11201910021333","Masculino","20.75","No","Baja","Publico",3,"Otro","4.24","36.0","1.20","Virtual","De acuerdo","En desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo",52
"SB11201910040389","Femenino","16.12","No","Alta","Publico",3,"Credito","2.81","30.6","1.02","Presencial","De acuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo",36
"SB11201910021568","Masculino","17.47","Si","Media","Publico",3,"Credito","3.75","42.3","1.41","Presencial","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",35
"SB11201910040468","Masculino","18.16","No","Media","Publico",2,"Otro","3.41","47.7","0.59","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",35
"SB11201910028127","Masculino","17.22","Si","Baja","Publico",2,"Otro","3.50","49.5","1.65","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","Totalmente de acuerdo","Totalmente de acuerdo",34
"SB11201910040461","Masculino","19.27","Si","Baja","Publico",3,"Otro","3.98","66.0","2.20","Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",32
"SB11201910021562","Femenino","16.94","Si","Media","Publico",3,"Otro","3.66","74.4","0.48","Presencial","En desacuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo","Indeciso",28
"SB11201910021389","Masculino","19.89","Si","Media","Publico",3,"Otro","4.02","84.0","2.80","Presencial","De acuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso",28
"SB11201910021436","Femenino","17.43","Si","Media","Publico",3,"Otro","2.84","35.1","1.17","Virtual","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910040410","Femenino","18.58","Si","Media","Publico",1,"Otro","3.56","35.4","1.18","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","Indeciso",28
"SB11201910021337","Masculino","19.58","Si","Baja","Publico",3,"Otro","2.77","37.2","1.24","Virtual","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",26
"SB11201910040363","Femenino","17.85","No","Media","Publico",2,"Otro","3.77","35.7","1.19","Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","De acuerdo",26
"SB11201910028134","Femenino","16.28","No","Alta","Publico",2,"Credito","3.50","76.5","0.55","Presencial","De acuerdo","De acuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo",25
"SB11201910040384","Masculino","20.79","Si","Baja","Publico",2,"Otro","3.76","56.1","0.87","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","En desacuerdo","Totalmente de acuerdo",24
"SB11201910047904","Masculino","12.04","Si","Media","Publico",1,"Otro","3.80","51.0","1.70","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",24
"SB11201910040356","Masculino","21.52","Si","Media","Publico",2,"Otro","4.02","76.8","2.56","Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","Indeciso","Indeciso",24
"SB11201910040386","Femenino","17.86","Si","Baja","Publico",3,"Otro","3.85","39.6","1.32","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo",22
"SB11201910021555","Masculino","21.33","Si","Baja","Publico",3,"Otro","3.90","80.7","2.69","Presencial","De acuerdo","En desacuerdo","De acuerdo","Indeciso","Totalmente de acuerdo",21
"SB11201910040400","Masculino","17.85","Si","Media","Publico",2,"Otro","3.74","81.3","0.71","Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso","Totalmente de acuerdo",27
"SB11201910040370","Masculino","21.01","Si","Alta","Publico",2,"Credito","3.75","66.0","2.20","Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Indeciso",19
"SB11201910040394","Masculino","16.43","Si","Media","Publico",3,"Otro","3.79","49.2","0.64","Presencial","De acuerdo","Totalmente de acuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",18
"SB11201910040342","Masculino","16.81","No","Media","Publico",3,"Otro","3.74","57.6","0.92","Presencial","En desacuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",18
"SB11201910021564","Femenino","19.58","Si","Alta","Publico",3,"Credito","3.81","49.8","0.66","Presencial","En desacuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",17
"SB11201910028093","Masculino","19.59","No","Media","Publico",1,"Otro","4.39","44.4","1.48","Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo","Indeciso",17
"SB11201910028107","Masculino","18.58","No","Media","Publico",2,"Otro","3.14","39.0","1.30","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente en desacuerdo",12
"SB11201910021356","Femenino","21.18","No","Alta","Publico",3,"Credito","4.14","52.8","1.76","Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","Indeciso","De acuerdo",18
"SB11201910040393","Masculino","18.85","No","Media","Publico",2,"Otro","3.67","58.5","1.95","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","De acuerdo",11
"SB11201910028155","Femenino","17.24","No","Media","Publico",2,"Otro","3.68","34.8","1.16","Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo",9
"SB11201910028136","Femenino","21.00","No","Media","Publico",3,"Otro","3.78","75.0","2.50","Presencial","De acuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",30
"SB11201910021554","Masculino","18.36","No","Baja","Publico",2,"Otro","3.47","62.4","2.08","Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",33
"SB11201910021558","Masculino","16.44","No","Media","Publico",1,"Otro","3.95","68.7","2.29","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","De acuerdo",32
"SB11201910040412","Femenino","16.55","No","Media","Publico",2,"Otro","3.66","64.2","2.14","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","De acuerdo",36
"SB11201910021336","Masculino","17.55","No","Media","Publico",3,"Otro","3.23","70.9","2.03","Presencial","De acuerdo","De acuerdo","Indeciso","En desacuerdo","De acuerdo",52
"SB11201910021557","Masculino","21.43","No","Alta","Publico",2,"Otro","3.69","66.6","1.22","Virtual","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo",9
"SB11201910028132","Femenino","18.02","No","Media","Publico",2,"Otro","3.88","36.0","1.20","Virtual","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",81
"SB11201910028097","Femenino","18.69","No","Media","Publico",2,"Otro","3.20","68.7","2.29","Presencial","En desacuerdo","Totalmente en desacuerdo","Indeciso","Totalmente de acuerdo","Totalmente de acuerdo",78
"SB11201910021386","Masculino","21.83","No","Alta","Publico",2,"Otro","2.81","40.2","1.34","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",77
"SB11201910040463","Masculino","18.55","No","Media","Publico",2,"Otro","2.92","36.9","1.23","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Indeciso","Totalmente en desacuerdo",70
"SB11201910021459","Masculino","17.02","No","Media","Publico",2,"Otro","3.61","42.9","1.43","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","En desacuerdo","De acuerdo",68
"SB11201910021384","Masculino","17.44","No","Alta","Publico",2,"Otro","2.98","48.9","1.63","Presencial","En desacuerdo","Totalmente de acuerdo","De acuerdo","Indeciso","Indeciso",65
"SB11201910028096","Masculino","17.35","No","Media","Publico",3,"Otro","3.22","38.4","1.28","Presencial","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Indeciso",54
"SB11201910040373","Femenino","17.07","No","Media","Publico",3,"Otro","3.71","48.3","0.61","Virtual","En desacuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",52
"SB11201910021584","Masculino","18.03","No","Media","Publico",2,"Otro","3.55","42.3","1.41","Presencial","En desacuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",36
"SB11201910021335","Masculino","20.23","No","Media","Publico",3,"Otro","3.14","79.0","2.00","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",35
"SB11201910021345","Masculino","16.65","No","Media","Publico",2,"Otro","3.77","23.8","1.36","Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","En desacuerdo",35
"SB11201910041019","Masculino","21.40","No","Media","Publico",2,"Otro","3.40","47.4","1.58","Presencial","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","De acuerdo","Indeciso",34
"SB11201910040326","Femenino","16.04","No","Media","Publico",3,"Otro","2.45","44.1","1.47","Virtual","De acuerdo","En desacuerdo","Indeciso","En desacuerdo","De acuerdo",30
"SB11201910021574","Femenino","17.17","No","Media","Publico",2,"Otro","3.46","53.7","1.79","Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","Indeciso",28
"SB11201910040343","Femenino","16.91","No","Alta","Publico",2,"Otro","3.49","58.8","0.96","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","De acuerdo","En desacuerdo",28
"SB11201910040328","Femenino","21.04","No","Media","Publico",3,"Otro","3.77","51.9","1.73","Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910028099","Femenino","16.49","No","Alta","Publico",3,"Otro","3.38","37.4","1.08","Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Indeciso",28
"SB11201910040354","Femenino","20.56","No","Alta","Publico",3,"Otro","3.88","63.9","2.13","Virtual","De acuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo",26
"SB11201910040999","Masculino","18.46","No","Media","Publico",2,"Otro","3.51","51.9","1.73","Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","De acuerdo",26
"SB11201910021406","Femenino","16.34","No","Baja","Publico",2,"Otro","3.66","35.9","1.03","Virtual","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","De acuerdo",25
"SB11201910040346","Femenino","16.14","No","Alta","Publico",2,"Otro","4.05","44.7","1.49","Virtual","De acuerdo","De acuerdo","En desacuerdo","Totalmente de acuerdo","Indeciso",24
"SB11201910021578","Masculino","16.55","No","Alta","Publico",2,"Otro","3.72","58.5","1.95","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Indeciso",24
"SB11201910040333","Femenino","20.58","No","Baja","Publico",3,"Otro","3.33","86.4","0.88","Virtual","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo",24
"SB11201910028104","Femenino","21.49","Si","Baja","Publico",2,"Otro","3.54","51.3","0.71","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",22
"SB11201910021372","Femenino","20.08","No","Alta","Publico",3,"Otro","3.62","36.6","1.22","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",20
"SB11201910028122","Masculino","21.18","No","Baja","Publico",1,"Otro","3.93","49.1","0.66","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",20
"SB11201910040335","Femenino","16.99","No","Alta","Publico",2,"Otro","3.86","39.5","1.05","Presencial","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso","En desacuerdo",19
"SB11201910025245","Masculino","17.25","No","Media","Publico",3,"Otro","3.79","62.1","2.07","Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",18
"SB11201910021409","Masculino","16.70","Si","Baja","Publico",2,"Otro","3.65","88.8","0.96","Presencial","En desacuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","Indeciso",18
"SB11201910040327","Femenino","19.67","No","Media","Publico",2,"Otro","4.20","52.2","0.74","Presencial","De acuerdo","De acuerdo","Indeciso","Indeciso","En desacuerdo",17
"SB11201910021359","Femenino","19.90","No","Alta","Publico",2,"Otro","3.92","36.0","1.20","Virtual","De acuerdo","De acuerdo","Indeciso","De acuerdo","De acuerdo",17
"SB11201910040332","Femenino","16.78","No","Alta","Publico",3,"Otro","3.96","46.5","0.55","Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Indeciso","Indeciso",12
"SB11201910040351","Masculino","17.90","No","Alta","Publico",2,"Otro","3.42","75.3","0.51","Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","De acuerdo","En desacuerdo",11
"SB11201910028103","Femenino","18.66","No","Alta","Publico",2,"Otro","3.87","72.6","2.42","Virtual","De acuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo",14
"SB11201910040345","Masculino","18.72","No","Media","Publico",2,"Otro","4.09","34.8","1.16","Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente de acuerdo",9
"SB11201910040341","Femenino","18.94","No","Media","Publico",3,"Otro","3.79","51.6","0.72","Presencial","De acuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",9
"SB11201910040392","Femenino","16.54","No","Media","Publico",1,"Otro","3.64","60.9","2.03","Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","Totalmente en desacuerdo",42
"SB11201910040360","Femenino","20.65","No","Media","Publico",2,"Otro","3.28","51.9","1.73","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",43
"SB11201910040367","Masculino","21.72","No","Alta","Publico",3,"Otro","3.32","50.1","1.67","Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","En desacuerdo",17
"SB11201910040388","Femenino","18.42","No","Alta","Publico",2,"Otro","2.55","48.9","1.63","Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","Indeciso",50
"SB11201910021346","Femenino","18.75","No","Media","Publico",3,"Otro","4.31","35.7","1.19","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Totalmente en desacuerdo","Totalmente en desacuerdo",9
"SB11201910040445","Femenino","19.89","No","Media","Publico",1,"Otro","3.58","28.6","1.02","Presencial","De acuerdo","En desacuerdo","Indeciso","Indeciso","Indeciso",1
"SB11201910040348","Masculino","17.61","No","Baja","Publico",1,"Otro","3.65","42.6","1.47","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","Indeciso",77
"SB11201910028098","Femenino","19.55","No","Media","Publico",3,"Otro","4.51","55.2","1.84","Presencial","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",72
"SB11201910040368","Masculino","18.35","No","Media","Publico",2,"Otro","4.14","42.6","1.42","Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",61
"SB11201910040385","Femenino","17.52","No","Media","Publico",2,"Otro","3.78","84.9","0.82","Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Indeciso","De acuerdo",69
"SB11201910040429","Femenino","17.84","No","Media","Publico",3,"Otro","4.02","36.3","1.21","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","En desacuerdo",65
"SB11201910040361","Masculino","21.76","No","Media","Publico",2,"Otro","3.27","39.9","1.33","Virtual","En desacuerdo","De acuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",54
"SB11201910041407","Femenino","19.11","No","Baja","Publico",1,"Otro","3.74","56.6","2.02","Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","Indeciso","De acuerdo",52
"SB11201910045933","Femenino","20.43","No","Media","Publico",1,"Otro","4.28","55.8","1.84","Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Indeciso",36
"SB11201910045809","Femenino","17.98","No","Media","Publico",1,"Otro","3.99","38.5","1.15","Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","De acuerdo",35
"SB11201910045769","Femenino","21.72","Si","Media","Publico",2,"Otro","4.20","61.5","2.05","Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Indeciso","De acuerdo",35
"SB11201910045782","Femenino","19.07","No","Media","Publico",1,"Otro","3.10","44.4","1.48","Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","Indeciso","Indeciso",34
"SB11201910045984","Femenino","21.35","Si","Media","Publico",1,"Otro","4.13","39.9","1.33","Presencial","De acuerdo","Totalmente de acuerdo","Totalmente de acuerdo","De acuerdo","Indeciso",35
"SB11201910045820","Masculino","28.76","Si","Media","Publico",1,"Otro","3.81","79.8","0.66","Presencial","En desacuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo","De acuerdo",28
"SB11201910045777","Femenino","20.82","Si","Media","Publico",1,"Otro","3.54","45.6","1.52","Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910046018","Masculino","16.40","Si","Baja","Publico",1,"Otro","4.63","73.8","0.46","Virtual","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Indeciso",29
"SB11201910060823","Femenino","20.81","Si","Media","Publico",2,"Otro","3.50","46.8","1.56","Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910060979","Femenino","16.73","Si","Alta","Publico",1,"Otro","3.89","80.7","2.69","Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",27
"SB11201910060773","Femenino","17.93","Si","Baja","Publico",3,"Otro","3.22","50.7","2.00","Presencial","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo",26
"SB11201910062660","Femenino","20.65","No","Baja","Publico",3,"Otro","4.03","36.0","1.20","Virtual","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",25
"SB11201910062650","Femenino","21.28","Si","Media","Publico",2,"Otro","3.95","67.5","2.25","Virtual","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",24
"SB11201910060776","Femenino","19.18","Si","Alta","Publico",3,"Otro","3.70","55.3","1.84","Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","De acuerdo",23
"SB11201910040827","Femenino","19.19","No","Media","Publico",3,"Otro","3.01","33.3","1.11","Presencial","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso","De acuerdo",24
"SB11201910041039","Masculino","17.62","Si","Baja","Publico",3,"Otro","3.99","37.7","1.26","Virtual","En desacuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","Totalmente de acuerdo",29
"SB11201910040910","Femenino","18.56","Si","Media","Publico",3,"Otro","3.85","35.4","1.18","Presencial","De acuerdo","En desacuerdo","De acuerdo","Indeciso","Indeciso",21
"SB11201910060914","Femenino","16.54","Si","Media","Publico",3,"Otro","4.04","33.6","1.12","Virtual","De acuerdo","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo",27
"SB11201910040869","Masculino","17.97","No","Media","Publico",3,"Otro","4.15","62.6","2.42","Presencial","En desacuerdo","De acuerdo","De acuerdo","Indeciso","En desacuerdo",19
"SB11201910040887","Masculino","17.22","Si","Media","Publico",3,"Otro","3.90","41.4","1.39","Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",18
"SB11201910040981","Femenino","20.41","No","Media","Publico",3,"Otro","3.64","40.8","1.36","Presencial","De acuerdo","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso",15
"SB11201910040935","Femenino","18.72","Si","Media","Publico",1,"Otro","4.42","53.3","2.11","Virtual","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo",17
"SB11201910043103","Masculino","17.04","Si","Media","Publico",1,"Otro","3.45","56.8","0.89","Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","Totalmente en desacuerdo","De acuerdo",19
